2005-03-18, 08:53:14, student020, Forbidden, welcome.hp-ww.com/country/au/en/img/n4_welcome/ent/05formula1b1a.gif
2005-03-18, 12:09:07, psimpson, Forbidden, pics.ebaystatic.com/aw/pics/au/navbar/buy.gif
2005-03-18, 12:09:07, psimpson, Forbidden, pics.ebaystatic.com/aw/pics/au/navbar/sell.gif
2005-03-18, 12:09:07, psimpson, Forbidden, pics.ebaystatic.com/aw/pics/au/navbar/myebayOn.gif
2005-03-18, 12:09:07, psimpson, Forbidden, pics.ebaystatic.com/aw/pics/au/navbar/help.gif
2005-03-18, 12:09:07, psimpson, Forbidden, pics.ebaystatic.com/aw/pics/au/navbar/comm.gif
2005-03-18, 12:09:08, psimpson, Forbidden, include.ebaystatic.com/js/e397/au/ui/charcounter.js
2005-03-18, 12:09:08, psimpson, Forbidden, include.ebaystatic.com/aw/pics/js/lib/_toolbox/_base/ebayFrame.js
2005-03-18, 12:09:08, psimpson, Forbidden, include.ebaystatic.com/aw/pics/js/lib/features/favnav/favoritesNavigation.js
2005-03-18, 12:09:09, psimpson, Forbidden, pics.ebaystatic.com/aw/pics/au/myebay/headerLeft_669x59.gif
2005-03-18, 12:09:09, psimpson, Forbidden, pics.ebaystatic.com/aw/pics/au/myebay/headerSlvr_1x59.gif
2005-03-18, 12:09:10, psimpson, Forbidden, pics.ebaystatic.com/aw/pics/au/myebay/bullet.gif
2005-03-18, 12:09:10, psimpson, Forbidden, pics.ebaystatic.com/aw/pics/au/myebay/blueCurve_22x20.gif
2005-03-18, 12:09:10, psimpson, Forbidden, pics.ebaystatic.com/aw/pics/au/icon/iconBlueStar_25x25.gif
2005-03-18, 12:09:10, psimpson, Forbidden, pics.ebaystatic.com/aw/pics/au/paypal/2Ps_16x14.gif
2005-03-18, 12:09:10, psimpson, Forbidden, pics.ebaystatic.com/aw/pics/spacer.gif
2005-03-18, 12:09:10, psimpson, Forbidden, include.ebaystatic.com/aw/pics/js/xslpromo/myebay_summary_alert.js
2005-03-18, 12:09:10, psimpson, Forbidden, pics.ebaystatic.com/aw/pics/au/icon/iconInactMoveUp_20x20.gif
2005-03-18, 12:09:10, psimpson, Forbidden, pics.ebaystatic.com/aw/pics/au/myebay/separator.gif
2005-03-18, 12:09:10, psimpson, Forbidden, pics.ebaystatic.com/aw/pics/au/icon/iconMoveDwn_20x20.gif
2005-03-18, 12:09:10, psimpson, Forbidden, pics.ebaystatic.com/aw/pics/au/icon/iconClose_20x20.gif
2005-03-18, 12:09:11, psimpson, Forbidden, pics.ebaystatic.com/aw/pics/au/icon/iconWatchB_16x16.gif
2005-03-18, 12:09:11, psimpson, Forbidden, pics.ebaystatic.com/aw/pics/au/icon/iconFdbkBlu_16x16.gif
2005-03-18, 12:09:11, psimpson, Forbidden, pics.ebaystatic.com/aw/pics/au/myebay/ascend_10x5.gif
2005-03-18, 12:09:11, psimpson, Forbidden, pics.ebaystatic.com/aw/pics/au/icon/iconMoveUp_20x20.gif
2005-03-18, 12:09:11, psimpson, Forbidden, thumbs.ebaystatic.com/pict/38809662806464.jpg
2005-03-18, 12:09:11, psimpson, Forbidden, pics.ebaystatic.com/aw/pics/au/myebay/btnBdNow_66x21.gif
2005-03-18, 12:09:12, psimpson, Forbidden, pics.ebaystatic.com/aw/pics/au/myebay/btnMnuDrp_13x12.gif
2005-03-18, 12:09:12, psimpson, Forbidden, pics.ebaystatic.com/aw/pics/au/icon/iconRedStar_25x25.gif
2005-03-18, 12:09:12, psimpson, Forbidden, pics.ebaystatic.com/aw/pics/au/lst/_p__64x15.gif
2005-03-18, 12:09:12, psimpson, Forbidden, thumbs.ebaystatic.com/pict/67520296756464.jpg
2005-03-18, 12:09:12, psimpson, Forbidden, pics.ebaystatic.com/aw/pics/au/icon/iconYellowStar_25x25.gif
2005-03-18, 12:09:12, psimpson, Forbidden, thumbs.ebaystatic.com/pict/57600940046464.jpg
2005-03-18, 12:09:12, psimpson, Forbidden, thumbs.ebaystatic.com/pict/57582503676464.jpg
2005-03-18, 12:09:12, psimpson, Forbidden, pics.ebaystatic.com/aw/pics/au/icon/iconTealStar_25x25.gif
2005-03-18, 12:09:13, psimpson, Forbidden, thumbs.ebaystatic.com/pict/57606253926464.jpg
2005-03-18, 12:09:13, psimpson, Forbidden, pics.ebaystatic.com/aw/pics/au/icon/iconPurpleStar_25x25.gif
2005-03-18, 12:09:13, psimpson, Forbidden, pics.ebaystatic.com/aw/pics/au/myebay/headerRt_56x59.gif
2005-03-18, 12:09:13, psimpson, Forbidden, thumbs.ebaystatic.com/pict/57608413966464.jpg
2005-03-18, 12:09:14, psimpson, Forbidden, thumbs.ebaystatic.com/pict/67516837106464.jpg
2005-03-18, 12:09:14, psimpson, Forbidden, thumbs.ebaystatic.com/pict/57595719946464.jpg
2005-03-18, 12:09:14, psimpson, Forbidden, pics.ebaystatic.com/aw/pics/au/myebay/descend_10x5.gif
2005-03-18, 12:09:14, psimpson, Forbidden, pics.ebaystatic.com/aw/pics/au/icon/iconPaidBlue_20x20.gif
2005-03-18, 12:09:14, psimpson, Forbidden, pics.ebaystatic.com/aw/pics/au/icon/iconFdbkBlu_20x20.gif
2005-03-18, 12:09:14, psimpson, Forbidden, pics.ebaystatic.com/aw/pics/au/icon/iconFdbkNtrBlu_20x20.gif
2005-03-18, 12:09:14, psimpson, Forbidden, pics.ebaystatic.com/aw/pics/au/icon/iconPaidBlue_16x16.gif
2005-03-18, 12:09:14, psimpson, Forbidden, pics.ebaystatic.com/aw/pics/au/icon/iconFdbkGry_16x16.gif
2005-03-18, 12:09:14, psimpson, Forbidden, pics.ebaystatic.com/aw/pics/au/icon/iconFdbkNtrGry_16x16.gif
2005-03-18, 12:09:14, psimpson, Forbidden, pics.ebaystatic.com/aw/pics/au/icon/iconFdbkPosBlu_16x16.gif
2005-03-18, 12:09:14, psimpson, Forbidden, pics.ebaystatic.com/aw/pics/au/icon/iconInactMoveDwn_20x20.gif
2005-03-18, 12:09:14, psimpson, Forbidden, pics.ebaystatic.com/aw/pics/au/icon/iconFdbkNtrBlu_16x16.gif
2005-03-18, 12:09:21, psimpson, Forbidden, include.ebaystatic.com/js/e397/au/ebayfooter.js
2005-03-18, 12:09:21, psimpson, Forbidden, pics.ebaystatic.com/aw/pics/x.gif
2005-03-18, 12:14:27, psimpson, Forbidden, include.ebaystatic.com/js/v/au/homepage.js
2005-03-18, 12:14:28, psimpson, Forbidden, include.ebaystatic.com/aw/pics/au/css/homepage.css
2005-03-18, 12:14:28, psimpson, Forbidden, include.ebaystatic.com/js/v/au/ebaybody.js
2005-03-18, 12:14:28, psimpson, Forbidden, pics.ebaystatic.com/aw/pics/au/navbar/eBayLogoTM.gif
2005-03-18, 12:14:28, psimpson, Forbidden, pics.ebaystatic.com/aw/pics/navbar/topLeft_12x12.gif
2005-03-18, 12:14:29, psimpson, Forbidden, pics.ebaystatic.com/aw/pics/au/navbar/buy.gif
2005-03-18, 12:14:29, psimpson, Forbidden, pics.ebaystatic.com/aw/pics/navbar/topRight_12x12.gif
2005-03-18, 12:14:29, psimpson, Forbidden, pics.ebaystatic.com/aw/pics/au/navbar/sell.gif
2005-03-18, 12:14:29, psimpson, Forbidden, pics.ebaystatic.com/aw/pics/au/navbar/myebay.gif
2005-03-18, 12:14:29, psimpson, Forbidden, pics.ebaystatic.com/aw/pics/au/navbar/comm.gif
2005-03-18, 12:14:29, psimpson, Forbidden, pics.ebaystatic.com/aw/pics/au/navbar/help.gif
2005-03-18, 12:14:29, psimpson, Forbidden, include.ebaystatic.com/js/v/au/homepagebody.js
2005-03-18, 12:14:29, psimpson, Forbidden, pics.ebaystatic.com/aw/pics/au/home/ONS189_hp_head3.gif
2005-03-18, 12:14:30, psimpson, Forbidden, pics.ebaystatic.com/aw/pics/tbx/squares.gif
2005-03-18, 12:14:30, psimpson, Forbidden, pics.ebaystatic.com/aw/pics/x.gif
2005-03-18, 12:14:30, psimpson, Forbidden, pics.ebaystatic.com/aw/pics/homepage/Star.gif
2005-03-18, 12:14:30, psimpson, Forbidden, pics.ebaystatic.com/aw/pics/tbx/bltBlue.gif
2005-03-18, 12:14:30, psimpson, Forbidden, pics.ebaystatic.com/aw/pics/au/home/hp_footer_au.gif
2005-03-18, 12:14:30, psimpson, Forbidden, include.ebaystatic.com/js/v/au/ebayfooter.js
2005-03-18, 12:14:31, psimpson, Forbidden, pics.ebaystatic.com/aw/pics/s.gif
2005-03-18, 12:15:38, student503, Forbidden, au.adserver.yahoo.com/a?f=150509014:PB&p=aumail&l=PB&c=rm
2005-03-18, 12:15:40, student503, Forbidden, au.adserver.yahoo.com/a?f=150509014:SW1&p=aumail&l=SW1&c=rm
2005-03-18, 12:15:41, student503, Forbidden, au.adserver.yahoo.com/a?f=150509014:SW2&p=aumail&l=SW2&c=rm
2005-03-18, 12:15:41, student503, Forbidden, au.adserver.yahoo.com/a?f=150509005:PB&p=aumail&l=PB&c=rm
2005-03-18, 12:15:41, student503, Forbidden, au.adserver.yahoo.com/a?f=150509014:SW3&p=aumail&l=SW3&c=rm
2005-03-18, 12:15:41, student503, Forbidden, au.adserver.yahoo.com/a?f=150509014:SW4&p=aumail&l=SW4&c=rm
2005-03-18, 12:15:41, student503, Forbidden, au.adserver.yahoo.com/a?f=150509014:LREC&p=aumail&l=LREC&c=rm
2005-03-18, 12:15:43, student503, Forbidden, au.adserver.yahoo.com/a?f=150509014:FAD&p=aumail&l=FAD&c=rm
2005-03-18, 12:15:45, student006, Forbidden, au.adserver.yahoo.com/a?f=2114709003:E&p=aunzsrch&l=E&c=rm&kw=windows+2000+time+server
2005-03-18, 12:15:45, student006, Forbidden, au.adserver.yahoo.com/a?f=2114709003:EBTL&p=aunzsrch&l=EBTL&c=rm
2005-03-18, 12:15:46, student503, Forbidden, au.adserver.yahoo.com/a?f=150509152:PB&p=aumail&l=PB&c=rm
2005-03-18, 12:15:46, student503, Forbidden, au.adserver.yahoo.com/a?f=150509152:N&p=aumail&l=N&c=rm
2005-03-18, 12:15:47, student503, Forbidden, au.adserver.yahoo.com/a?f=150509152:SW1&p=aumail&l=SW1&c=rm
2005-03-18, 12:15:47, student503, Forbidden, au.adserver.yahoo.com/a?f=150509152:SW2&p=aumail&l=SW2&c=rm
2005-03-18, 12:15:47, student503, Forbidden, au.adserver.yahoo.com/a?f=150509152:SW3&p=aumail&l=SW3&c=rm
2005-03-18, 12:15:47, student503, Forbidden, au.adserver.yahoo.com/a?f=150509152:SW4&p=aumail&l=SW4&c=rm
2005-03-18, 12:16:05, student503, Forbidden, au.adserver.yahoo.com/a?f=150509004:PB&p=aumail&l=PB&c=rm
2005-03-18, 12:16:05, student503, Forbidden, au.adserver.yahoo.com/a?f=150509004:N&p=aumail&l=N&c=rm
2005-03-18, 12:16:06, student503, Forbidden, au.adserver.yahoo.com/a?f=150509004:SW1&p=aumail&l=SW1&c=rm
2005-03-18, 12:16:06, student503, Forbidden, au.adserver.yahoo.com/a?f=150509004:SW2&p=aumail&l=SW2&c=rm
2005-03-18, 12:16:06, student503, Forbidden, au.adserver.yahoo.com/a?f=150509004:SW3&p=aumail&l=SW3&c=rm
2005-03-18, 12:16:06, student503, Forbidden, au.adserver.yahoo.com/a?f=150509004:SW4&p=aumail&l=SW4&c=rm
2005-03-18, 12:17:05, student099, Forbidden, au.adserver.yahoo.com/a?f=150509014:PB&p=aumail&l=PB&c=rm
2005-03-18, 12:17:06, student099, Forbidden, au.adserver.yahoo.com/a?f=150509014:SW1&p=aumail&l=SW1&c=rm
2005-03-18, 12:17:07, student099, Forbidden, au.adserver.yahoo.com/a?f=150509005:PB&p=aumail&l=PB&c=rm
2005-03-18, 12:17:07, student099, Forbidden, au.adserver.yahoo.com/a?f=150509014:SW2&p=aumail&l=SW2&c=rm
2005-03-18, 12:17:07, student099, Forbidden, au.adserver.yahoo.com/a?f=150509014:SW3&p=aumail&l=SW3&c=rm
2005-03-18, 12:17:07, student099, Forbidden, au.adserver.yahoo.com/a?f=150509014:SW4&p=aumail&l=SW4&c=rm
2005-03-18, 12:17:07, student099, Forbidden, au.adserver.yahoo.com/a?f=150509014:LREC&p=aumail&l=LREC&c=rm
2005-03-18, 12:17:08, student099, Forbidden, au.adserver.yahoo.com/a?f=150509014:FAD&p=aumail&l=FAD&c=rm
2005-03-18, 12:17:11, student099, Forbidden, au.adserver.yahoo.com/a?f=150509152:PB&p=aumail&l=PB&c=rm
2005-03-18, 12:17:11, student099, Forbidden, au.adserver.yahoo.com/a?f=150509152:N&p=aumail&l=N&c=rm
2005-03-18, 12:17:12, student099, Forbidden, au.adserver.yahoo.com/a?f=150509152:SW1&p=aumail&l=SW1&c=rm
2005-03-18, 12:17:12, student099, Forbidden, au.adserver.yahoo.com/a?f=150509152:SW2&p=aumail&l=SW2&c=rm
2005-03-18, 12:17:12, student099, Forbidden, au.adserver.yahoo.com/a?f=150509152:SW3&p=aumail&l=SW3&c=rm
2005-03-18, 12:17:12, student099, Forbidden, au.adserver.yahoo.com/a?f=150509152:SW4&p=aumail&l=SW4&c=rm
2005-03-18, 12:17:13, student503, Forbidden, au.adserver.yahoo.com/a?f=150509004:PB&p=aumail&l=PB&c=rm
2005-03-18, 12:17:13, student503, Forbidden, au.adserver.yahoo.com/a?f=150509004:N&p=aumail&l=N&c=rm
2005-03-18, 12:17:21, student503, Forbidden, au.adserver.yahoo.com/a?f=150509152:PB&p=aumail&l=PB&c=rm
2005-03-18, 12:17:21, student099, Forbidden, au.adserver.yahoo.com/a?f=150509004:PB&p=aumail&l=PB&c=rm
2005-03-18, 12:17:21, student099, Forbidden, au.adserver.yahoo.com/a?f=150509004:N&p=aumail&l=N&c=rm
2005-03-18, 12:17:21, student503, Forbidden, au.adserver.yahoo.com/a?f=150509152:N&p=aumail&l=N&c=rm
2005-03-18, 12:17:21, student503, Forbidden, au.adserver.yahoo.com/a?f=150509152:SW1&p=aumail&l=SW1&c=rm
2005-03-18, 12:17:21, student099, Forbidden, au.adserver.yahoo.com/a?f=150509004:SW1&p=aumail&l=SW1&c=rm
2005-03-18, 12:17:21, student503, Forbidden, au.adserver.yahoo.com/a?f=150509152:SW2&p=aumail&l=SW2&c=rm
2005-03-18, 12:17:22, student099, Forbidden, au.adserver.yahoo.com/a?f=150509004:SW2&p=aumail&l=SW2&c=rm
2005-03-18, 12:17:22, student503, Forbidden, au.adserver.yahoo.com/a?f=150509152:SW3&p=aumail&l=SW3&c=rm
2005-03-18, 12:17:22, student099, Forbidden, au.adserver.yahoo.com/a?f=150509004:SW3&p=aumail&l=SW3&c=rm
2005-03-18, 12:17:22, student503, Forbidden, au.adserver.yahoo.com/a?f=150509152:SW4&p=aumail&l=SW4&c=rm
2005-03-18, 12:17:22, student099, Forbidden, au.adserver.yahoo.com/a?f=150509004:SW4&p=aumail&l=SW4&c=rm
2005-03-18, 12:17:26, student083, Forbidden, ad.au.doubleclick.net/adi/N3197.Sensis/B1510317.4;click=http://ad.sensismediasmart.com.au/event.ng/Type=click&FlightID=22158&AdID=33801&TargetID=8214&Values=31,51,60,72,78,85,91,100,110,145,150,241,250,252,256,516,609,671,1191,1315,2229,2236,2290,2396,2445,2584,4533,4624,4696,4699,4701,4702,4705,5225,5480,5505,5672,5682,5737,5854,7978,9421,9599,9628,9732,10607,10609,10621,10883&RawValues=&Redirect=http://ad.sensismediasmart.com.au/images/redir/dfaredir.html?;sz=430x120;ord=bfRRxbN,bbdulfagrhzzA?
2005-03-18, 12:17:41, student099, Forbidden, au.adserver.yahoo.com/a?f=150509152:PB&p=aumail&l=PB&c=rm
2005-03-18, 12:17:41, student099, Forbidden, au.adserver.yahoo.com/a?f=150509152:N&p=aumail&l=N&c=rm
2005-03-18, 12:17:41, student099, Forbidden, au.adserver.yahoo.com/a?f=150509152:SW1&p=aumail&l=SW1&c=rm
2005-03-18, 12:17:41, student099, Forbidden, au.adserver.yahoo.com/a?f=150509152:SW2&p=aumail&l=SW2&c=rm
2005-03-18, 12:17:42, student099, Forbidden, au.adserver.yahoo.com/a?f=150509152:SW3&p=aumail&l=SW3&c=rm
2005-03-18, 12:17:42, student099, Forbidden, au.adserver.yahoo.com/a?f=150509152:SW4&p=aumail&l=SW4&c=rm
2005-03-18, 12:17:51, student099, Forbidden, au.adserver.yahoo.com/a?f=150509004:PB&p=aumail&l=PB&c=rm
2005-03-18, 12:17:51, student099, Forbidden, au.adserver.yahoo.com/a?f=150509004:N&p=aumail&l=N&c=rm
2005-03-18, 12:17:51, student099, Forbidden, au.adserver.yahoo.com/a?f=150509004:SW1&p=aumail&l=SW1&c=rm
2005-03-18, 12:17:52, student099, Forbidden, au.adserver.yahoo.com/a?f=150509004:SW2&p=aumail&l=SW2&c=rm
2005-03-18, 12:17:52, student099, Forbidden, au.adserver.yahoo.com/a?f=150509004:SW3&p=aumail&l=SW3&c=rm
2005-03-18, 12:17:52, student099, Forbidden, au.adserver.yahoo.com/a?f=150509004:SW4&p=aumail&l=SW4&c=rm
2005-03-18, 12:17:55, student099, Forbidden, au.adserver.yahoo.com/a?f=150509152:PB&p=aumail&l=PB&c=rm
2005-03-18, 12:17:55, student099, Forbidden, au.adserver.yahoo.com/a?f=150509152:N&p=aumail&l=N&c=rm
2005-03-18, 12:17:55, student099, Forbidden, au.adserver.yahoo.com/a?f=150509152:SW1&p=aumail&l=SW1&c=rm
2005-03-18, 12:17:55, student099, Forbidden, au.adserver.yahoo.com/a?f=150509152:SW2&p=aumail&l=SW2&c=rm
2005-03-18, 12:17:55, student099, Forbidden, au.adserver.yahoo.com/a?f=150509152:SW3&p=aumail&l=SW3&c=rm
2005-03-18, 12:17:56, student099, Forbidden, au.adserver.yahoo.com/a?f=150509152:SW4&p=aumail&l=SW4&c=rm
2005-03-18, 12:18:58, student073, Forbidden, gmail.google.com/gmail?auth=DQAAAGkAAAAYTHY80dh_rDpeKznZbv1qMadV6jblieVZ62gj3YWQfwBS-41TFhxI6mOC3d0FKwyIsTk4KnsGQfQHCoTEXMlTH2SNBAhvBEd9XyPO6QqhIibH9jZI-w87tJrZEVjgQMiyb9JUNsq3nWCIcQgJZ-EW
2005-03-18, 12:25:13, student073, Forbidden, media.fastclick.net/w/pop.cgi?sid=9388&m=2&v=1.8&c=13
2005-03-18, 12:26:48, student006, Forbidden, au.adserver.yahoo.com/a?f=2114709003:E&p=aunzsrch&l=E&c=rm&kw=windows+2000+time+synchronization
2005-03-18, 12:26:49, student006, Forbidden, au.adserver.yahoo.com/a?f=2114709003:EBEK&p=aunzsrch&l=EBEK&c=rm
2005-03-18, 12:26:49, student006, Forbidden, au.adserver.yahoo.com/a?f=2114709003:EBTL&p=aunzsrch&l=EBTL&c=rm
2005-03-18, 12:29:13, student006, Forbidden, www.windowsitpro.com/images/security_chat.gif
2005-03-18, 12:29:13, student006, Forbidden, ad.doubleclick.net/adj/msft.win2000mag.dfp5/sponsor;kw=0;kw=92;kw=251;kw=993;kw=a8456;kw=d5;abr=!webtv;sz=20x1;ptile=1;ord=96406808?
2005-03-18, 12:29:14, student006, Forbidden, ad.doubleclick.net/adj/msft.win2000mag.dfp5/articles;kw=0;kw=92;kw=251;kw=993;kw=a8456;kw=d5;abr=!webtv;sz=1x10;ptile=1;ord=96406808?
2005-03-18, 12:29:14, student006, Forbidden, ad.doubleclick.net/adj/msft.sponsorlinks.dfp5/windows2000;kw=0;kw=;abr=!ie;sz=1x1;ptile=10;ord=96406808?
2005-03-18, 12:29:14, student006, Forbidden, ad.doubleclick.net/adi/msft.sponsorlinks.dfp5/windows2000;kw=0;kw=;sz=1x1;ptile=10;ord=96406808?
2005-03-18, 12:29:23, student006, Forbidden, www.windowsitpro.com/images/security_chat.gif
2005-03-18, 12:33:19, student037, Forbidden, a.ninemsn.com.au/b.aspx?URL=http%3A%2F%2Fsports%2Eninemsn%2Ecom%2Eau%2Fnrl%2Frlw%2Easpx&_p=199_1135_1902&_m=SNV_MAG_RUGBY&_l=14&
2005-03-18, 12:33:46, student037, Forbidden, au.search.yahoo.com/search?p=soccer+illawarra&meta=
2005-03-18, 12:34:14, student037, Forbidden, au.search.yahoo.com/search?p=soccer+illawarra&meta=
2005-03-18, 12:34:35, student037, Forbidden, illawarrasoccerassocation.com.au/
2005-03-18, 12:35:26, student037, Forbidden, au.adserver.yahoo.com/a?f=0:7825331:9197743:37561196:37561295&p=aunz&l=N&c=sr
2005-03-18, 12:36:55, student037, Forbidden, au.adserver.yahoo.com/a?f=0:7825331:9197743:37561196:95487431&p=aunz&l=N&c=sr
2005-03-18, 12:37:09, student037, Forbidden, au.adserver.yahoo.com/a?f=0:7825331:9197743:37561196:95487431&p=aunz&l=N&c=sr
2005-03-18, 12:37:29, student037, Forbidden, au.adserver.yahoo.com/a?f=0:7825331:9197743:37561196:95487431&p=aunz&l=N&c=sr
2005-03-18, 12:38:36, student037, Forbidden, au.adserver.yahoo.com/a?f=0:7825331:9197743:37561196:95487431&p=aunz&l=N&c=sr
2005-03-18, 12:38:47, student037, Forbidden, au.adserver.yahoo.com/a?f=0:7825331:9197743:37561196:95487431&p=aunz&l=N&c=sr
2005-03-18, 12:38:53, student086, Forbidden, spe.atdmt.com/ds/AUMAUAUSTMOL/ninemsn_messenger_01_728x90.swf?clickTag1=http://clk.atdmt.com/go/msnnkaus001728x90Xhotj0100011mau/direct;wi.728;hi.90;ai.5214502.5297927;ct.1/01&clickTag=http://clk.atdmt.com/go/msnnkaus001728x90Xhotj0100011mau/direct;wi.728;hi.90;ai.5214502.5297927;ct.1/01
2005-03-18, 12:38:56, student037, Forbidden, au.adserver.yahoo.com/a?f=0:7825331:9197743:37561196:95487431&p=aunz&l=N&c=sr
2005-03-18, 12:38:59, student037, Forbidden, au.adserver.yahoo.com/a?f=0:7825331:9197743:37561196:95487431&p=aunz&l=N&c=sr
2005-03-18, 12:39:39, student037, Forbidden, au.adserver.yahoo.com/a?f=0:7825331:9197743:37561196:95487431&p=aunz&l=N&c=sr
2005-03-18, 12:39:54, student037, Forbidden, au.adserver.yahoo.com/a?f=0:7825331:9197743:37561196:95487431&p=aunz&l=N&c=sr
2005-03-18, 12:40:16, student037, Forbidden, au.adserver.yahoo.com/a?f=0:7825331:9197743:37561196:95487431&p=aunz&l=N&c=sr
2005-03-18, 12:40:25, student037, Forbidden, au.adserver.yahoo.com/a?f=0:7825331:9197743:37561196:95487431&p=aunz&l=N&c=sr
2005-03-18, 12:40:40, student037, Forbidden, au.adserver.yahoo.com/a?f=0:7825331:9197743:37561196:95487431&p=aunz&l=N&c=sr
2005-03-18, 12:40:45, student037, Forbidden, au.adserver.yahoo.com/a?f=0:7825331:9197743:37561196:95487431&p=aunz&l=N&c=sr
2005-03-18, 12:41:23, student037, Forbidden, au.adserver.yahoo.com/a?f=0:7825331:9197743:37561196:95487431&p=aunz&l=N&c=sr
2005-03-18, 12:41:46, student037, Forbidden, au.adserver.yahoo.com/a?f=0:7825331:9197743:37561196:95487431&p=aunz&l=N&c=sr
2005-03-18, 12:42:12, student037, Forbidden, au.adserver.yahoo.com/a?f=0:7825331:9197743:37561196:95487431&p=aunz&l=N&c=sr
2005-03-18, 12:42:26, student037, Forbidden, au.adserver.yahoo.com/a?f=0:7825331:9197743:37561196:95487431&p=aunz&l=N&c=sr
2005-03-18, 12:42:51, student037, Forbidden, au.adserver.yahoo.com/a?f=0:7825331:9197743:37561196:95487431&p=aunz&l=N&c=sr
2005-03-18, 12:43:08, student037, Forbidden, au.adserver.yahoo.com/a?f=0:7825331:9197743:37561196:95487431&p=aunz&l=N&c=sr
2005-03-18, 12:43:15, student037, Forbidden, au.adserver.yahoo.com/a?f=0:7825331:9197743:37561196:95487431&p=aunz&l=N&c=sr
2005-03-18, 12:44:16, student037, Forbidden, au.adserver.yahoo.com/a?f=0:7825331:9197743:37561196:95487431&p=aunz&l=N&c=sr
2005-03-18, 12:44:26, student037, Forbidden, au.adserver.yahoo.com/a?f=0:7825331:9197743:37561196:95487431&p=aunz&l=N&c=sr
2005-03-18, 12:44:38, student037, Forbidden, au.adserver.yahoo.com/a?f=0:7825331:9197743:37561196:95487431&p=aunz&l=N&c=sr
2005-03-18, 12:44:51, student037, Forbidden, au.adserver.yahoo.com/a?f=0:7825331:9197743:37561196:95487428&p=aunz&l=N&c=sr
2005-03-18, 12:45:26, student037, Forbidden, au.adserver.yahoo.com/a?f=0:7825331:9197743:37561196:95487428&p=aunz&l=N&c=sr
2005-03-18, 12:45:33, student037, Forbidden, au.adserver.yahoo.com/a?f=0:7825331:9197743:37561196:95487428&p=aunz&l=N&c=sr
2005-03-18, 12:45:39, student037, Forbidden, au.adserver.yahoo.com/a?f=0:7825331:9197743:37561196:95487428&p=aunz&l=N&c=sr
2005-03-18, 12:45:42, student037, Forbidden, au.adserver.yahoo.com/a?f=0:7825331:9197743:37561196:95487428&p=aunz&l=N&c=sr
2005-03-18, 12:46:06, student037, Forbidden, au.adserver.yahoo.com/a?f=0:7825331:9197743:37561196:95487428&p=aunz&l=N&c=sr
2005-03-18, 12:46:12, student076, Forbidden, spe.atdmt.com/ds/AUMAUAUSTMOL/ninemsn_messenger_03_728x90.swf?clickTag1=http://clk.atdmt.com/go/msnnkaus001728x90Xhotj0100011mau/direct;wi.728;hi.90;ai.5214502.5297936;ct.1/01&clickTag=http://clk.atdmt.com/go/msnnkaus001728x90Xhotj0100011mau/direct;wi.728;hi.90;ai.5214502.5297936;ct.1/01
2005-03-18, 13:19:29, student503, Forbidden, au.adserver.yahoo.com/a?f=150509014:PB&p=aumail&l=PB&c=rm
2005-03-18, 13:19:29, student503, Forbidden, au.adserver.yahoo.com/a?f=150509014:SW1&p=aumail&l=SW1&c=rm
2005-03-18, 13:19:30, student503, Forbidden, au.adserver.yahoo.com/a?f=150509014:SW2&p=aumail&l=SW2&c=rm
2005-03-18, 13:19:30, student503, Forbidden, au.adserver.yahoo.com/a?f=150509014:SW3&p=aumail&l=SW3&c=rm
2005-03-18, 13:19:30, student503, Forbidden, au.adserver.yahoo.com/a?f=150509014:SW4&p=aumail&l=SW4&c=rm
2005-03-18, 13:19:30, student503, Forbidden, au.adserver.yahoo.com/a?f=150509005:PB&p=aumail&l=PB&c=rm
2005-03-18, 13:19:32, student503, Forbidden, au.adserver.yahoo.com/a?f=150509014:FAD&p=aumail&l=FAD&c=rm
2005-03-18, 13:19:53, student503, Forbidden, au.adserver.yahoo.com/a?f=150509152:PB&p=aumail&l=PB&c=rm
2005-03-18, 13:19:53, student503, Forbidden, au.adserver.yahoo.com/a?f=150509152:N&p=aumail&l=N&c=rm
2005-03-18, 13:19:54, student503, Forbidden, au.adserver.yahoo.com/a?f=150509152:SW1&p=aumail&l=SW1&c=rm
2005-03-18, 13:19:54, student503, Forbidden, au.adserver.yahoo.com/a?f=150509152:SW2&p=aumail&l=SW2&c=rm
2005-03-18, 13:19:54, student503, Forbidden, au.adserver.yahoo.com/a?f=150509152:SW3&p=aumail&l=SW3&c=rm
2005-03-18, 13:19:54, student503, Forbidden, au.adserver.yahoo.com/a?f=150509152:SW4&p=aumail&l=SW4&c=rm
2005-03-18, 13:19:57, student503, Forbidden, au.adserver.yahoo.com/a?f=150509004:PB&p=aumail&l=PB&c=rm
2005-03-18, 13:19:57, student503, Forbidden, au.adserver.yahoo.com/a?f=150509004:N&p=aumail&l=N&c=rm
2005-03-18, 13:19:57, student503, Forbidden, au.adserver.yahoo.com/a?f=150509004:SW1&p=aumail&l=SW1&c=rm
2005-03-18, 13:19:58, student503, Forbidden, au.adserver.yahoo.com/a?f=150509004:SW2&p=aumail&l=SW2&c=rm
2005-03-18, 13:19:58, student503, Forbidden, au.adserver.yahoo.com/a?f=150509004:SW3&p=aumail&l=SW3&c=rm
